40.906923,-73.108945
40.906923,-73.108984
40.906922,-73.109009
40.90692,-73.10903
40.906904,-73.109099
40.906907,-73.109156
40.906924,-73.109257
40.906923,-73.109362
40.90692,-73.10938
40.906925,-73.109405
40.906933,-73.109455
40.906942,-73.109505
40.906941,-73.109537
40.906941,-73.109553
40.906939,-73.109647
40.906933,-73.109708
40.906933,-73.109757
40.906929,-73.109819
40.906926,-73.109862
40.90693,-73.109919
40.906928,-73.109973
40.90693,-73.110012
40.906924,-73.110075
40.90691,-73.110119
40.90691,-73.110138
40.906906,-73.110173
40.9069,-73.110223
40.906901,-73.110265
40.906905,-73.110295
40.906928,-73.110347
40.906961,-73.110419
40.906961,-73.110419
40.906998,-73.110461
40.906998,-73.110461
40.907028,-73.110499
40.907049,-73.110513
40.90709,-73.110495
40.907137,-73.110376
40.907129,-73.110471
40.907141,-73.110495
40.907187,-73.110522
40.907211,-73.110556
40.907244,-73.110593
40.907274,-73.110612
40.907304,-73.110627
40.907341,-73.110641
40.90738,-73.110653
40.907414,-73.110676
40.907441,-73.110704
40.907486,-73.110759
40.907499,-73.110782
40.907531,-73.11083
40.907563,-73.110866
40.907598,-73.110907
40.907632,-73.110934
40.907665,-73.110954
40.907725,-73.110992
40.907836,-73.111022
40.907869,-73.111025
40.907896,-73.110966
40.907896,-73.110924
40.907892,-73.110882
40.907892,-73.110856
40.907897,-73.110784
40.907918,-73.110723
40.907922,-73.110662
40.907911,-73.110601
40.907917,-73.110542
40.907916,-73.1105
40.907909,-73.110471
40.907927,-73.110369
40.907935,-73.110322
40.907936,-73.110276
40.907925,-73.110241
40.907922,-73.110215
40.907925,-73.110148
40.907919,-73.110057
40.907919,-73.110026
40.907917,-73.110011
40.907913,-73.109898
40.907907,-73.109859
40.90791,-73.109788
40.907898,-73.109746
40.9079,-73.1097
40.9079,-73.1097
40.9079,-73.109668
40.907888,-73.109607
40.907898,-73.109541
40.907901,-73.109495
40.907897,-73.109453
40.907895,-73.109424
40.907909,-73.109362
40.907912,-73.109301
40.907907,-73.109267
40.907913,-73.109169
40.907918,-73.109106
40.90792,-73.109069
40.907922,-73.109031
40.907904,-73.108915
40.9079,-73.108877
40.907905,-73.108805
40.907864,-73.108728
40.907848,-73.108707
40.907817,-73.108665
40.907817,-73.108665
40.907756,-73.108603
40.90773,-73.108567
40.90772,-73.108541
40.907709,-73.10852
40.907693,-73.108459
40.907676,-73.108435
40.907645,-73.108402
40.907619,-73.108369
40.907569,-73.108294
40.907546,-73.10827
40.907508,-73.108256
40.907452,-73.108248
40.907411,-73.108235
40.907384,-73.108233
40.907348,-73.108234
40.907322,-73.108229
40.907269,-73.108255
40.907256,-73.108287
40.907243,-73.108315
40.907195,-73.108381
40.907162,-73.108412
40.907143,-73.108437
40.907126,-73.108462
40.907095,-73.108536
40.907083,-73.108562
40.907065,-73.108602
40.907052,-73.108655
40.90706,-73.108679
40.907068,-73.108701
40.907074,-73.108745
40.907095,-73.108832
40.907102,-73.108863
40.907111,-73.108899
40.907104,-73.108994
40.90711,-73.10905
40.907118,-73.109079
40.907156,-73.109078
40.907139,-73.109289
40.90713,-73.109296
40.907114,-73.109297
40.9071,-73.109324
40.90712,-73.1094
40.907137,-73.109432
40.907149,-73.109454
40.907153,-73.109469
40.907191,-73.109565
